,image name,segment name,segment area,segment side ratio,segment roundness,total c1 int,avg c1 int,max c1 int,total c2 int,avg c2 int,max c2 int
10,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #018 (Machine Learning Segmenter),1.7708568911105549,1.8408945798873901,0.5417727844781337,4197244,2951.6483825597747,6624,851049,598.4873417721519,1427
11,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #023 (Machine Learning Segmenter),4.563242203403326,2.9209048748016357,0.22082794405656164,11848318,3235.4773347897326,12071,959983,262.14718732932823,720
12,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #028 (Machine Learning Segmenter),3.668781951685072,2.8280365467071533,0.13819605574741248,7274078,2469.9755517826825,9047,1135254,385.4852292020374,1070
13,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #029 (Machine Learning Segmenter),0.8838712375961274,1.4615390300750732,0.7516458839487518,2264273,3189.1169014084508,7320,188751,265.84647887323945,699
14,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #030 (Machine Learning Segmenter),0.9361934250225364,1.1999998092651367,0.692101838795849,1578893,2099.591755319149,7606,155932,207.35638297872342,651
15,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #031 (Machine Learning Segmenter),1.5453731786300575,1.0764849185943604,0.2969038744496556,804286,648.6177419354839,3437,472211,380.81532258064516,942
16,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #032 (Machine Learning Segmenter),0.6783197869923767,1.4545496702194214,0.8009688163328218,1018040,1867.9633027522937,6319,232742,427.0495412844037,1305
17,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #033 (Machine Learning Segmenter),1.4295169064715714,3.960240364074707,0.4099953007144964,3791309,3302.5339721254354,8921,551912,480.7595818815331,1026
18,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #034 (Machine Learning Segmenter),5.949157287019897,1.1331654787063599,0.09614617533967759,18304061,3832.5085845896147,17539,1586720,332.22780569514237,920
19,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #035 (Machine Learning Segmenter),12.114455038766282,3.9018187522888184,0.08705752330146808,37644973,3870.948380462725,15658,4545775,467.43187660668383,1345
20,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #036 (Machine Learning Segmenter),1.4382372710426394,2.715099334716797,0.5026987293494593,2108584,1825.6138528138529,4472,371767,321.87619047619046,813
21,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #038 (Machine Learning Segmenter),3.475065281570639,2.3847498893737793,0.32199158611460416,9428411,3379.358781362007,10206,1143306,409.78709677419357,1082
22,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #039 (Machine Learning Segmenter),95.00774911853458,2.4679927825927734,0.01748185254199684,243852156,3198.648355107823,27131,27426062,359.75211186316176,1549
23,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #041 (Machine Learning Segmenter),0.8016506573546271,1.8505042791366577,0.689118309217847,1856310,2882.468944099379,8778,272713,423.4673913043478,816
24,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #044 (Machine Learning Segmenter),0.9972359770200149,3.17333984375,0.43804806170079813,1371565,1712.3158551810236,7504,400016,499.3957553058677,1080
25,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #045 (Machine Learning Segmenter),2.066103520159594,1.7203419208526611,0.6816792729316692,10474742,6313.88908981314,20552,740798,446.5328511151296,1045
26,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #048 (Machine Learning Segmenter),0.6122941695257181,1.3478230237960815,0.558571887035827,3118476,6338.365853658536,16944,148169,301.1565040650407,725
27,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #050 (Machine Learning Segmenter),0.27219995125405816,1.1176477670669556,0.6361369145032925,11087,50.62557077625571,114,114019,520.634703196347,1096
28,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #052 (Machine Learning Segmenter),0.8153540873948776,2.380089521408081,0.5932948804913803,1499001,2288.5511450381678,4778,211633,323.10381679389315,670
29,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #053 (Machine Learning Segmenter),1.0427064494262999,1.55903160572052,0.4877202387458246,900107,1076.683014354067,6648,260849,312.02033492822966,573
30,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #055 (Machine Learning Segmenter),0.2323354275006038,2.062505006790161,0.23837754400182468,5758,30.956989247311828,96,55911,300.5967741935484,498
31,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #059 (Machine Learning Segmenter),1.1753805675432771,1.8240900039672852,0.5967619942087986,1076053,1141.0954400848357,4246,245179,259.99893955461295,586
32,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #060 (Machine Learning Segmenter),0.6839257356452063,1.2499998807907104,0.561843064664927,746765,1362.7098540145985,4756,145675,265.83029197080293,516
33,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #062 (Machine Learning Segmenter),0.824074451965945,1.014218807220459,0.7129037462299637,1570694,2372.6495468277944,4990,239781,362.2069486404834,866
34,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #063 (Machine Learning Segmenter),0.6658621233194224,1.1666655540466309,0.8637345415441782,575715,1076.1028037383178,3130,170176,318.0859813084112,725
35,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #067 (Machine Learning Segmenter),0.3942850552490124,1.352939248085022,0.8678120596673263,767716,2421.8170347003156,6581,91286,287.9684542586751,520
36,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #068 (Machine Learning Segmenter),0.7592946008665816,2.6105778217315674,0.5176468000905182,1510239,2475.801639344262,6890,271180,444.55737704918033,1017
37,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #074 (Machine Learning Segmenter),0.30085257770185353,1.1176477670669556,0.8684912158185016,1096811,4532.2768595041325,10034,38578,159.41322314049586,314
38,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #075 (Machine Learning Segmenter),1.3173979334149688,1.8963977098464966,0.5896371331439402,1109986,1049.1361058601135,2789,221383,209.24669187145557,547
39,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #076 (Machine Learning Segmenter),0.8278117510678318,1.2222232818603516,0.8239729030886043,1373545,2065.4812030075186,5072,215379,323.8781954887218,644
40,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #077 (Machine Learning Segmenter),81.09316167906998,2.070711135864258,0.016790151833052696,145359407,2233.686873809085,14116,29249806,449.4714795008913,1397
41,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #078 (Machine Learning Segmenter),3.182933068439882,2.720930576324463,0.27654582800886696,10187028,3987.095107632094,13457,740656,289.88493150684934,734
42,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #079 (Machine Learning Segmenter),0.26970841851946725,1.4285746812820435,0.8412022529587366,616391,2840.5115207373274,6469,65725,302.88018433179724,596
43,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #080 (Machine Learning Segmenter),13.918947621794004,3.9167089462280273,0.07049556675634505,31986744,2863.1170784103115,11818,4062080,363.59470103831006,1046
44,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #081 (Machine Learning Segmenter),0.533810888386104,1.1562484502792358,0.7768582315983388,1084475,2527.913752913753,5332,104213,242.92074592074593,523
45,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #083 (Machine Learning Segmenter),16.847121468121827,1.6776617765426636,0.11551807934862873,27331792,2021.58224852071,9221,5155706,381.33920118343195,1028
46,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #084 (Machine Learning Segmenter),0.41048001802385353,1.4074076414108276,0.8211063858007067,702829,2129.7848484848487,4823,104731,317.3666666666667,538
47,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #085 (Machine Learning Segmenter),0.4478530090427169,1.1499981880187988,0.8451292507177169,428876,1191.3222222222223,3254,147106,408.6277777777778,757
48,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #090 (Machine Learning Segmenter),1.1654144366049122,1.8381636142730713,0.5613742638553363,1707529,1824.2831196581196,5056,281080,300.2991452991453,622
49,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #093 (Machine Learning Segmenter),1.3485420925973597,1.7365778684616089,0.525095016778114,2052901,1895.5687903970452,6744,501580,463.13942751615883,993
50,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #094 (Machine Learning Segmenter),1.459415299286664,1.6053870916366577,0.7373769647289898,3026911,2582.688566552901,6993,573808,489.59726962457336,1136
51,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #098 (Machine Learning Segmenter),0.7132012452766496,1.1111119985580444,0.7832242436992237,1053038,1837.762652705061,5748,257781,449.87958115183244,920
52,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #103 (Machine Learning Segmenter),1.0090707575093207,2.2670764923095703,0.49640180873300427,1001115,1235.9444444444443,4385,362852,447.9654320987654,924
53,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #107 (Machine Learning Segmenter),0.9785494815105825,2.4053332805633545,0.5210377439318212,2089776,2658.7480916030536,7621,309747,394.08015267175574,764
54,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #109 (Machine Learning Segmenter),1.4899365752854035,2.1574819087982178,0.5507343973385602,2679156,2240.096989966555,9140,623666,521.4598662207358,993
55,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #111 (Machine Learning Segmenter),0.7418538717244451,1.5915522575378418,0.7470827931642774,1058553,1776.0956375838925,5176,258789,434.2097315436242,757
56,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #113 (Machine Learning Segmenter),2.8322498360462323,1.9694631099700928,0.3320618242004323,5307840,2335.169379674439,7049,1114380,490.2683677958645,1192
57,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #115 (Machine Learning Segmenter),2.8783431916361635,1.959029197692871,0.3268444837426037,6464678,2797.350930333189,8734,845159,365.71138035482477,874
58,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #116 (Machine Learning Segmenter),0.8888543030653087,1.9361711740493774,0.6704873716715722,741907,1039.0854341736695,2744,369626,517.6834733893558,1204
59,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #117 (Machine Learning Segmenter),0.3382255687207171,1.055555820465088,0.8794738345498896,15732,57.838235294117645,109,184507,678.3345588235294,1198
60,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #119 (Machine Learning Segmenter),2.4024604393293383,1.3934439420700073,0.3371406365853811,5539005,2871.438569206843,8335,750579,389.1026438569207,1057
61,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #120 (Machine Learning Segmenter),0.3668781951685126,1.5519993305206299,0.6146025162000903,346517,1174.6338983050848,3003,128245,434.728813559322,778
62,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #121 (Machine Learning Segmenter),0.46778527091944433,1.8749991655349731,0.7172030152946404,680162,1808.9414893617022,3923,127730,339.7074468085106,663
63,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #124 (Machine Learning Segmenter),0.26597111941758084,1.0625003576278687,0.8911214751016594,536379,2506.4439252336447,6632,87739,409.99532710280374,778
64,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #125 (Machine Learning Segmenter),0.9199984622476959,3.1500067710876465,0.5051625362199803,967806,1309.615696887686,3748,197569,267.34641407307174,577
65,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #131 (Machine Learning Segmenter),0.3120644750075125,1.2500026226043701,0.8832649095833887,509310,2029.1235059760957,6917,164675,656.0756972111553,1300
66,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #132 (Machine Learning Segmenter),0.5512516175282401,1.2505747079849243,0.7528718604362142,819358,1849.566591422122,4624,136708,308.59593679458237,536
67,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #133 (Machine Learning Segmenter),2.79923702731291,2.01074481010437,0.3725072497048576,6547456,2915.1629563668744,9872,648517,288.7430988423865,807
68,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #134 (Machine Learning Segmenter),31.676101421209317,1.2581524848937988,0.04820927086626316,76721201,3018.2619693929737,14389,9447564,371.67331523663404,1240
69,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #140 (Machine Learning Segmenter),1.1205668473822716,1.3030301332473755,0.5234223155522468,1292008,1435.5644444444445,4955,396502,440.5577777777778,849
70,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #141 (Machine Learning Segmenter),1.1429906419935922,2.0689709186553955,0.6222155243165722,1064549,1159.6394335511982,5057,382272,416.41830065359477,845
71,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #143 (Machine Learning Segmenter),0.5201074583458539,1.5119590759277344,0.7301070827903993,650310,1555.7655502392345,3276,178318,426.5980861244019,859
72,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #144 (Machine Learning Segmenter),0.6895316842980358,1.1228135824203491,0.8202875243029629,980966,1770.6967509025271,4923,198814,358.87003610108303,838
73,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #146 (Machine Learning Segmenter),0.5064040283056036,1.3230806589126587,0.5917383426672499,477376,1175.8029556650247,3290,158956,391.51724137931035,890
74,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #148 (Machine Learning Segmenter),0.40798848528926246,1.0273921489715576,0.841309774966508,296924,905.2560975609756,2695,190562,580.9817073170732,1028
75,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #152 (Machine Learning Segmenter),7.969790334773655,2.8501510620117188,0.14363337435506066,20046211,3134.1793308317697,12945,2385611,372.98483427141963,1022
76,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #153 (Machine Learning Segmenter),1.9141200233495408,1.0258625745773315,0.4616520211472807,1715015,1116.5462239583333,3290,702508,457.3619791666667,1156
77,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #154 (Machine Learning Segmenter),2.40993503753311,2.187350273132324,0.38469638225136565,5759463,2976.4666666666667,8915,800097,413.48682170542634,1142
78,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #156 (Machine Learning Segmenter),0.6770740206250822,1.0,0.4810494941087012,805733,1481.1268382352941,4175,209433,384.98713235294116,844
79,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #158 (Machine Learning Segmenter),1.4419745701445272,1.9937492609024048,0.2977162632563765,1285599,1111.1486603284357,6005,534030,461.5643906655143,951
80,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #159 (Machine Learning Segmenter),2.706427432949408,1.71347177028656,0.3889443379129286,7462016,3435.550644567219,13313,993540,457.43093922651934,1426
81,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #160 (Machine Learning Segmenter),0.5425312529571721,1.7320239543914795,0.5915540971200107,1010008,2316.532110091743,6820,142794,327.5091743119266,598
82,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #161 (Machine Learning Segmenter),1.0582785290174932,1.579919695854187,0.7301913384264279,1064148,1251.9388235294118,4148,341654,401.94588235294117,940
83,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #162 (Machine Learning Segmenter),0.24603885754085386,1.3571418523788452,0.7902335032088463,63284,319.6161616161616,976,65520,330.90909090909093,572
84,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #164 (Machine Learning Segmenter),1.9901117717545724,1.3095219135284424,0.7024262509914772,6176858,3865.3679599499374,11003,693302,433.8560700876095,832
85,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #165 (Machine Learning Segmenter),0.7667691990703543,1.03703773021698,0.8120004414382483,951790,1545.1136363636363,6096,267376,434.05194805194805,996
86,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #168 (Machine Learning Segmenter),2.4311130657771347,2.0238699913024902,0.3027821081728047,7669768,3931.1983598154793,13397,779156,399.3623782675551,991
87,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #169 (Machine Learning Segmenter),1.1890839975835286,2.4909021854400635,0.5901173415204095,2253654,2359.847120418848,10443,268788,281.45340314136126,702
88,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #170 (Machine Learning Segmenter),0.3070814095383309,2.0714430809020996,0.6485016548433333,8654,35.036437246963565,113,144331,584.336032388664,1080
89,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #171 (Machine Learning Segmenter),0.5275820565496268,1.2499994039535522,0.8555373255117672,489320,1154.0566037735848,2843,203749,480.54009433962267,800
90,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #173 (Machine Learning Segmenter),0.3070814095383307,1.3125041723251343,0.8293996879707255,313346,1268.6072874493927,2791,120643,488.4331983805668,1152
91,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #174 (Machine Learning Segmenter),4.328415243168074,2.145444393157959,0.2978400997724067,11312096,3255.2794244604315,11485,1364410,392.63597122302156,1156
92,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #176 (Machine Learning Segmenter),1.004710575223787,1.6809349060058594,0.5441922390980586,2047828,2537.5811648079307,8676,270284,334.92441140024783,647
93,1W-NTRKO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus_objectfeatures.xlsx,Segment #179 (Machine Learning Segmenter),1.3697201208413845,1.5957459211349487,0.5842456979420338,1753089,1593.7172727272728,6076,535835,487.1227272727273,1149
