,image name,segment name,segment area,segment side ratio,segment roundness,total c1 int,avg c1 int,max c1 int,total c2 int,avg c2 int,max c2 int
10,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 3 (Control Mitos),0.22236929656224022,1.0666680335998535,0.8282211061987214,67526,377.24022346368713,1382,71027,396.79888268156424,704
11,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 4 (Control Mitos),0.4540818408791942,1.647066593170166,0.7211195453806962,1369824,3752.9424657534246,8525,200564,549.4904109589041,1144
12,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 5 (Control Mitos),0.5400397202225814,1.6915314197540283,0.7115541047148612,564994,1301.8294930875577,3074,217634,501.46082949308754,898
13,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 6 (Control Mitos),1.5316697485898074,1.8945101499557495,0.4235401938953554,4616583,3753.319512195122,16228,664356,540.1268292682927,1216
14,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 7 (Control Mitos),0.22984389476601286,1.1333342790603638,0.8294432286068208,747456,4040.302702702703,8868,68292,369.1459459459459,755
15,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 8 (Control Mitos),0.8390236483734913,1.1379249095916748,0.43341632875648983,1525177,2262.873887240356,5833,372188,552.2077151335311,1050
16,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 9 (Control Mitos),5.748588901885266,3.738539934158325,0.1529601116899387,15255394,3305.6108342361863,11664,1508900,326.95557963163594,844
17,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 10 (Control Mitos),1.5578308423030134,1.01724112033844,0.7674354979259161,5633850,4503.47721822542,13235,559495,447.238209432454,972
18,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 11 (Control Mitos),1.745941563764642,1.8284131288528442,0.45814010655667337,4547491,3245.8893647394716,10585,474400,338.61527480371166,955
19,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 12 (Control Mitos),1.9178573224514288,1.502502679824829,0.6646296476417891,5747134,3731.9051948051947,12135,852303,553.4435064935064,1052
20,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 13 (Control Mitos),0.09903842619998963,1.8888745307922363,0.4643292682077331,239283,2991.0375,6973,27066,338.325,510
21,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 14 (Control Mitos),1.2949741388036509,2.6878604888916016,0.347713896600205,3012230,2896.375,7361,407155,391.4951923076923,924
22,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 15 (Control Mitos),7.266555220435184,2.7076914310455322,0.17333100708433308,24157184,4142.178326474623,16994,2391355,410.0402949245542,1203
23,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 16 (Control Mitos),1.8244248449042637,1.6923078298568726,0.45289881859032616,6327235,4318.931740614335,14914,699999,477.8150170648464,1002
24,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 17 (Control Mitos),0.934947658655241,1.951130986213684,0.41123245974809236,1836381,2445.247669773635,10996,214362,285.43541944074565,525
25,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 18 (Control Mitos),1.4581695329193691,1.4572628736495972,0.5138085263576957,4591252,3920.795900939368,12109,488681,417.3193851409052,894
26,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 19 (Control Mitos),1.0134309397948555,2.5537209510803223,0.4465908923028669,4293518,5274.592137592138,19339,260908,320.5257985257985,940
27,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 20 (Control Mitos),1.1106007164439085,1.717174768447876,0.6142107895204577,2808637,3148.696188340807,10932,363440,407.4439461883408,742
28,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 21 (Control Mitos),0.3843189243106488,1.1052583456039429,0.8255487222792572,973585,3150.760517799353,7234,105043,339.94498381877025,653
29,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 22 (Control Mitos),0.40798848528926246,2.0,0.6384990114575472,702143,2140.6798780487807,4555,106161,323.6615853658537,581
30,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 23 (Control Mitos),2.3887570092890913,1.5710053443908691,0.41190698626368744,7470971,3895.1882168925963,11107,787150,410.4014598540146,890
31,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 24 (Control Mitos),0.7144470116439458,1.3749959468841553,0.6995726342620827,1646334,2868.177700348432,10015,276394,481.5226480836237,796
32,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 25 (Control Mitos),1.4195507755332069,2.5559890270233154,0.5438305909959981,4415040,3872.842105263158,14107,363523,318.8798245614035,783
33,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 26 (Control Mitos),1.3946354481872942,1.465814471244812,0.5609209520151076,2546274,2273.4589285714287,9499,441247,393.9705357142857,909
34,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 27 (Control Mitos),9.583057780421523,4.637763500213623,0.1408326618202192,33387391,4340.534451378056,17736,3563724,463.3026521060842,1287
35,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 28 (Control Mitos),0.5662008139357859,1.1923091411590576,0.4742561012104271,637756,1401.6615384615384,4322,119838,263.38021978021976,529
36,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 29 (Control Mitos),1.1043718846074304,3.016803503036499,0.38581558222301127,2089527,2355.7237880496054,7148,410057,462.29650507328074,1065
37,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 30 (Control Mitos),0.20742010015469473,1.666672706604004,0.7037238930519454,14186,84.94610778443113,141,73225,438.47305389221555,673
38,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #069 Part 31 (Control Mitos),0.645929861442695,1.6746376752853394,0.47357501352840775,1136778,2190.323699421965,8163,189276,364.6936416184971,768
39,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 1 (Control Mitos),5.099544624524161,4.710208892822266,0.17356810535936684,17569445,4293.6082600195505,12673,3521375,860.5510752688172,1841
40,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 2 (Control Mitos),0.001868649550943201,1.0000064373016357,0.5890486225480863,37,18.5,26,1419,709.5,789
41,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 3 (Control Mitos),0.6957605161345135,3.3268954753875732,0.3826027863383758,1346796,2409.295169946333,4639,388618,695.2021466905188,1349
42,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 4 (Control Mitos),1.2065247267256654,2.6969974040985107,0.48291354788446095,3097236,3196.321981424149,7736,739674,763.3374613003095,1648
43,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 5 (Control Mitos),0.9287188268187644,3.3519527912139893,0.36852806455532766,1641450,2200.3351206434318,4906,590416,791.4423592493298,1628
44,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 6 (Control Mitos),26.071398534752216,2.9758803844451904,0.08363004859008424,83348912,3983.031252986715,14598,17475686,835.1183217050559,2022
45,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 7 (Control Mitos),0.22610659566412675,1.7058830261230469,0.660361467534298,130084,714.7472527472528,1761,126497,695.0384615384615,1077
46,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 8 (Control Mitos),1.8804843314325637,2.2369914054870605,0.4677475178457585,4374628,2897.104635761589,7817,1097781,727.0072847682119,1374
47,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 9 (Control Mitos),0.05419083697735282,2.6249923706054688,0.471713616305064,1452,33.0,122,22190,504.3181818181818,633
48,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 10 (Control Mitos),0.2672168857848763,1.784171462059021,0.7080895139637354,29657,137.93953488372094,370,153396,713.4697674418604,1046
49,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 11 (Control Mitos),59.9400487624447,4.107557773590088,0.024673525200989952,146378255,3043.4600590485697,15391,38423363,798.8889512641384,2962
50,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 12 (Control Mitos),2.307782195414896,2.5290939807891846,0.2716555531325261,4337972,2341.053426875337,6676,1589509,857.8030221262817,1527
51,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 13 (Control Mitos),1.3348386625571083,2.6058075428009033,0.4905184670150361,2985755,2785.2192164179105,7928,1167366,1088.9608208955224,1819
52,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 14 (Control Mitos),3.500603492100194,4.26904821395874,0.23653688777683973,8081626,2876.023487544484,10587,2423987,862.6288256227758,1778
53,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 15 (Control Mitos),0.22236929656224017,1.666668176651001,0.7293793169850463,288137,1609.703910614525,3160,132320,739.2178770949721,1075
54,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 16 (Control Mitos),0.3755985597395807,1.1162761449813843,0.835128158254819,1461231,4838.513245033113,11875,236601,783.4470198675497,1246
55,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 17 (Control Mitos),0.3095729422729216,1.1764686107635498,0.7420748087893738,421139,1691.3212851405622,3726,189345,760.4216867469879,1739
56,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 18 (Control Mitos),0.20991163288928558,1.2142874002456665,0.7277291332975634,120763,714.5739644970414,1343,160838,951.7041420118343,1403
57,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #071 Part 19 (Control Mitos),0.2821660821924221,1.285370111465454,0.39252254750163845,875877,3858.488986784141,8880,172474,759.7973568281939,1130
58,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #072 Part 1 (Control Mitos),0.46280220545026246,1.4210472106933594,0.7570623416792328,1262785,3394.5833333333335,8266,124832,335.5698924731183,997
59,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #072 Part 2 (Control Mitos),0.16880134276853556,1.2777776718139648,0.7484107074935068,270419,1988.375,3986,54374,399.80882352941177,686
60,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #072 Part 3 (Control Mitos),0.4403784108389443,1.2631608247756958,0.8072006933351261,1069017,3019.822033898305,7150,86917,245.52824858757063,442
61,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #072 Part 4 (Control Mitos),1.5142290194476682,2.5387473106384277,0.3803029367071169,3549616,2919.092105263158,8215,367269,302.03042763157896,642
62,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #072 Part 5 (Control Mitos),69.14003338491067,3.5384538173675537,0.017960653080764357,143158416,2580.407289244579,13281,21424309,386.1697038519079,1933
63,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #072 Part 6 (Control Mitos),1.1380075765244102,4.2112908363342285,0.3788701859461699,1299596,1421.8774617067834,4055,381159,417.02297592997814,834
64,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #072 Part 7 (Control Mitos),0.645929861442695,2.9047467708587646,0.512895040164461,689358,1328.242774566474,3707,119637,230.51445086705203,463
65,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #072 Part 8 (Control Mitos),0.4054969525546718,2.557692527770996,0.5705733829157608,585997,1797.5368098159508,5469,63253,194.0276073619632,410
66,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #072 Part 9 (Control Mitos),3.3754039721870144,4.7977776527404785,0.1521964639495157,4150199,1532.0040605389443,5357,683205,252.1982281284607,616
67,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #072 Part 10 (Control Mitos),5.13567184917574,3.7929165363311768,0.12268553736946554,8937455,2168.2326540514314,9205,1134151,275.14580300824844,890
68,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #072 Part 11 (Control Mitos),2.1975318719092565,4.4734086990356445,0.2985379732750204,5117409,2901.0255102040815,11008,643149,364.5969387755102,851
69,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-01-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #072 Part 12 (Control Mitos),1.134270277422523,3.2202930450439453,0.3915026818231602,1502986,1649.8199780461032,3297,302245,331.7727771679473,947
70,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #061 Part 1 (Control Mitos),0.4652937381848533,1.0382533073425293,0.7472207935405147,517941,1384.8689839572191,3436,128696,344.10695187165777,679
71,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #061 Part 2 (Control Mitos),1.1186981978313306,2.1636009216308594,0.3029662930626543,2612348,2909.0734966592427,12509,365785,407.3329621380846,818
72,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #061 Part 3 (Control Mitos),19.743528272080887,2.7781436443328857,0.051153132641935016,70567849,4453.635153045125,24151,7415321,467.99122751656677,2270
73,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #061 Part 4 (Control Mitos),0.3270136714150579,1.0000014305114746,0.8902905121582135,857171,3259.2053231939162,8371,91161,346.6197718631179,676
74,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #061 Part 5 (Control Mitos),1.597695366056471,4.200638294219971,0.20023100953699394,4007781,3123.7575993764613,14418,1699838,1324.8932190179266,3892
75,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #061 Part 6 (Control Mitos),5.602834236911667,4.032164573669434,0.10518701815487,13682796,3043.326512455516,15213,2379445,529.235987544484,2981
76,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #061 Part 7 (Control Mitos),0.4154630834930354,1.591090202331543,0.7286214424753418,826607,2474.87125748503,6535,151583,453.84131736526945,692
77,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #061 Part 8 (Control Mitos),0.25475922211192187,1.0000008344650269,0.8993169782950701,27575,134.5121951219512,294,202582,988.2048780487805,1625
78,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #061 Part 9 (Control Mitos),2.077315417465251,2.4656333923339844,0.4204758485360496,7011591,4203.591726618705,14553,909900,545.5035971223022,1324
79,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #061 Part 10 (Control Mitos),0.4192003825949216,1.6265047788619995,0.7446751748039463,824749,2447.326409495549,7834,116428,345.48367952522256,728
80,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #061 Part 11 (Control Mitos),1.567174090057728,4.478255271911621,0.18263377608012843,1098873,873.5079491255962,4516,668587,531.4682034976153,1288
81,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #061 Part 12 (Control Mitos),0.32514502186411515,1.7123425006866455,0.4771103685158123,359487,1377.344827586207,2843,97611,373.98850574712645,673
82,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #060 Part 1 (Control Mitos),16.842761285835927,2.0017638206481934,0.04124152142922582,32355310,2393.852471145309,10680,3770770,278.98564664101804,910
83,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #060 Part 2 (Control Mitos),0.7705064981722414,3.3495121002197266,0.3326616157486484,1012714,1636.0484652665589,3446,137019,221.35541195476574,615
84,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #060 Part 3 (Control Mitos),1.0464437485281886,1.4411778450012207,0.28979575252211986,1747786,2080.697619047619,8089,197166,234.72142857142856,462
85,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #060 Part 4 (Control Mitos),0.32203060594587646,2.272722005844116,0.6379952762803316,370632,1431.011583011583,2876,48064,185.5752895752896,321
86,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #060 Part 5 (Control Mitos),0.8788881721269464,4.780523300170898,0.21117695174194168,1414380,2003.371104815864,5880,187518,265.60623229461754,617
87,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #060 Part 6 (Control Mitos),0.5425312529571721,3.9100096225738525,0.4106727815142056,1045071,2396.951834862385,4346,92211,211.49311926605503,454
88,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #060 Part 7 (Control Mitos),5.094561559054986,4.001822471618652,0.09503620184536643,8293715,2028.2990951332845,9193,1122867,274.60674981658104,777
89,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #060 Part 8 (Control Mitos),0.8994433171873218,2.892225980758667,0.19900425776284505,733570,1016.0249307479224,2579,150644,208.64819944598338,533
90,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #060 Part 9 (Control Mitos),0.445361476308126,1.4444447755813599,0.6266666187170028,594248,1659.9106145251396,4793,76354,213.27932960893855,425
91,1W-SUV3KO-Chloro_RNR2-647_L-HPG-488_dsDNA-405-02-Airyscan Processing-Extended Depth of Focus-objectfeatures.xlsx,Drawn segment #060 Part 10 (Control Mitos),41.93498745590019,5.480707168579102,0.01674838486834875,83666676,2486.084150472455,12007,11144632,331.1532655850716,1048
